Date of data,Commodity code,Commodity,Trading partner code,Trading partner,Quantity,Unit,Supplimentary Quantity,Supplimentary Unit,US dollar
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",124,Mongolia,26,Number of item,48306,Kilogram,"671,865"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",125,Nepal,137,Number of item,96322,Kilogram,"718,190"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",126,Oman,1,Number of item,1480,Kilogram,"2,300"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",129,Philippines,5539,Number of item,884746,Kilogram,"3,569,124"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",130,Qatar,1,Number of item,1658,Kilogram,"17,600"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",131,Saudi Arabia,1,Number of item,780,Kilogram,"3,650"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",132,Singapore,420,Number of item,603351,Kilogram,"9,248,970"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",133,Republic of Korea,891,Number of item,909286,Kilogram,"15,067,571"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",136,Thailand,6472,Number of item,2189341,Kilogram,"23,629,246"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",137,T¨¹rkiye,559,Number of item,338824,Kilogram,"3,738,940"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",138,United Arab Emirates,2348,Number of item,4454845,Kilogram,"65,346,765"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",141,Viet Nam,7,Number of item,1886,Kilogram,"16,418"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",144,Timor-Leste,40,Number of item,14400,Kilogram,"50,046"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",145,Kazakhstan,21,Number of item,44767,Kilogram,"721,679"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",146,Kyrgyzstan,57,Number of item,92295,Kilogram,"712,635"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",147,Tajikistan,15,Number of item,23650,Kilogram,"249,398"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",149,Uzbekistan,348,Number of item,671268,Kilogram,"9,551,874"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",202,Angola,131,Number of item,215855,Kilogram,"652,910"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",214,Djibouti,140,Number of item,120064,Kilogram,"1,280,758"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",215,Egypt,51,Number of item,106107,Kilogram,"1,434,940"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",231,Mauritius,5,Number of item,7660,Kilogram,"116,892"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",232,Morocco,1,Number of item,970,Kilogram,"19,032"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",238,Rwanda,6,Number of item,10566,Kilogram,"100,786"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",244,South Africa,2,Number of item,4328,Kilogram,"75,542"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",301,Belgium,7489,Number of item,12796622,Kilogram,"201,189,092"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",302,Denmark,272,Number of item,288712,Kilogram,"4,361,020"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",303,United Kingdom,7254,Number of item,14022636,Kilogram,"228,141,351"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",304,Germany,1585,Number of item,3337150,Kilogram,"63,900,633"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",305,France,1865,Number of item,1809055,Kilogram,"23,249,399"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",306,Ireland,37,Number of item,75010,Kilogram,"1,301,089"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",307,Italy,278,Number of item,177330,Kilogram,"1,805,956"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",309,Netherlands,398,Number of item,780390,Kilogram,"14,537,742"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",310,Greece,41,Number of item,72890,Kilogram,"941,662"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",311,Portugal,1,Number of item,595,Kilogram,"2,500"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",312,Spain,1109,Number of item,1622678,Kilogram,"21,752,655"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",315,Austria,143,Number of item,274568,Kilogram,"5,010,933"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",316,Bulgaria,106,Number of item,14300,Kilogram,"37,052"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",318,Finland,36,Number of item,51300,Kilogram,"882,652"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",321,Hungary,20,Number of item,29970,Kilogram,"326,206"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",326,Norway,373,Number of item,852844,Kilogram,"15,920,823"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",327,Poland,76,Number of item,16512,Kilogram,"150,142"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",330,Sweden,714,Number of item,1458517,Kilogram,"25,197,450"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",331,Switzerland,64,Number of item,136652,Kilogram,"2,468,443"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",337,Georgia(Before 2023),29,Number of item,54285,Kilogram,"640,199"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",338,Armenia(Before 2023),33,Number of item,57683,Kilogram,"764,907"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",339,Azerbai jan(Before 2023),4,Number of item,3190,Kilogram,"45,500"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",340,Belarus,20,Number of item,42400,Kilogram,"585,496"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",347,Ukraine,47,Number of item,88278,Kilogram,"861,065"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",350,Slovenia,10394,Number of item,18559903,Kilogram,"298,687,745"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",351,Croatia,3,Number of item,3000,Kilogram,"27,900"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",352,"Czechia(Czech Republic)",75,Number of item,17166,Kilogram,"53,250"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",402,Argentina,27,Number of item,5032,Kilogram,"68,090"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",404,Bahamas,25,Number of item,38125,Kilogram,"541,735"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",406,Belize,2,Number of item,4260,Kilogram,"58,350"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",410,Brazil,141,Number of item,316443,Kilogram,"5,418,203"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",412,Chile,140,Number of item,36126,Kilogram,"243,887"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",413,Colombia,97,Number of item,170163,Kilogram,"2,597,546"
202205,87038000,"Motor vehicles designed mainly for transport of persons, with only electric motors for propulsion",415,Costa Rica,159,Number of item,271407,Kilogram,"3,847,587"
